"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value"
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.3604651396
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2008",3.1910516450
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2009",-1.5381008639
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.0397770627
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.9414908380
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.5362330085
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.7708268531
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.6593842478
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.2171988751
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2016",0.38318679179
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.405631751
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2018",0.69805847507
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2019",0.45111041815
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.2280151839
"ZAF","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.3059991739
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.3354230469
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1981",2.1502462430
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.57118263191
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.3891007620
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.834085932
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.9439204691
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1986",3.3125504569
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.9291717136
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.3672686591
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.8361428452
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1990",4.4538647285
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1991",3.3974536074
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.6731194803
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.6327800392
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.783503751
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1995",3.5223166997
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.9606895333
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.2197871200
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.5360771750
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.3862002865
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.8672204167
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.377231983
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2002",2.8989947926
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.7491198834
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.1292948134
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2005",4.813673847
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2006",5.3764029107
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2007",5.4080318932
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.9032500200
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2009",-0.48591451935
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.3323382177
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.9976163436
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2012",3.3195715563
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2013",3.3561722724
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.4545236621
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.2829731848
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.1350404118
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.7186266487
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2018",3.5490425127
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.9135169528
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.9412724529
"WLD","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.0153257429
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.2578475749
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1981",2.2771999490
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.17253997458
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1983",2.8489672118
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.7858565583
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.8840575497
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.9154790097
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.566776620
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.5621313822
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.9020822869
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.2283618049
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1991",1.2431710767
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.1274946592
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.4978120990
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.0695869012
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.6580620551
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.2455108160
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.6915322165
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.9219820409
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.3453346844
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.1783567025
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.4031379283
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.6624129710
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.0973986160
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.2479705714
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.921469376
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.2061079635
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.6495289361
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.29904378367
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.391321649
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.0136808674
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.0498607168
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.3744814638
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.5716176243
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.180050572
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.5432472401
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.8558716183
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.6894656796
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.3312111865
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.6670726244
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.632399596
"OECD","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.7124415176
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.1561222699
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1981",2.4706974289
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1982",1.1273016985
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1983",1.7110947690
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1984",3.0149285223
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.0219153397
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1986",5.7693021447
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1987",5.6042144622
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1988",4.5152898167
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1989",3.5507855972
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1990",4.3834658210
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1991",2.7892211797
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1992",4.3236145446
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1993",5.7267899403
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.6078119380
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1995",5.3254403086
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.5880518054
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.1945171407
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1998",0.60425657640
"COL","REALGDPFORECAST","TOT","AGRWTH","A","1999",-5.1909913003
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2000",2.5691977570
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.6779279987
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2002",2.5038631796
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.9185074303
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.3329416638
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2005",4.7065589635
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.7794053741
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2007",6.8486547845
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2008",3.2570484653
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2009",1.2054220954
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2010",4.3475532684
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2011",7.3625309144
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2012",3.9030542192
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2013",4.5668697727
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2014",4.7283122459
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.9559459066
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.0873825016
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.3513266763
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.5692209880
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2019",3.3728675813
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2020",3.510845360
"COL","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.2839427126
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.5460558908
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","1997",8.9392484963
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","1998",6.3651638866
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.827793551
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.5951981970
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2001",6.3190619219
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2002",7.115967072
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2003",8.4363838463
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2004",8.3413591602
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2005",10.743381997
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2006",11.888096689
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2007",10.01085145
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2008",-3.3463670793
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2009",-14.238146727
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2010",-4.4734411977
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2011",6.285118614
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2012",4.1342316499
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.3280042634
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.9151903779
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.2605243813
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.7738095769
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.7873137577
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.6207769502
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.2524429620
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.5485382191
"LVA","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.7187147495
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","1996",4.9319665692
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","1997",8.2958519449
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","1998",7.5486028652
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","1999",-1.1298013755
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.8483604003
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2001",6.6188817101
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2002",6.7388444550
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2003",10.451210214
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2004",6.4479921236
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2005",7.9979936001
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2006",7.4419434711
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2007",11.073534003
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.6634560414
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2009",-14.933216130
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.6832504033
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2011",6.0256378492
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2012",3.8333027913
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2013",3.5584246358
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.5079711194
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.0331483279
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.5559395641
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.2475766579
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2018",3.6447565736
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2019",3.6449686466
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.451644830
"LTU","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.5353430044
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","1992",9.1861221026
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","1993",7.0823251170
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","1994",4.4913240989
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.093464910
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.2411111699
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.589195155
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","1998",6.9656537193
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.9525096784
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.8354765311
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.4837580919
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2002",3.2925642918
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2003",4.2592277471
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.3406266619
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.8806401865
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2006",7.2524603617
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2007",8.1755411068
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2008",4.6273583986
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2009",-0.98295311024
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2010",4.9579327539
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2011",4.3118703780
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2012",4.7864407533
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.2742570944
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.5138163612
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.637942595
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2016",4.2457824166
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.4014941623
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.628852358
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.958417578
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.2403366132
"CRI","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.2633996524
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.8294649364
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","1995",-2.8452096990
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","1996",5.5266901164
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","1997",8.1110462147
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.8501797716
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","1999",-3.3854578048
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2000",-0.78899855641
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2001",-4.4088399600
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2002",-10.894484572
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2003",8.9553636743
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2004",8.9111692371
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2005",8.8516599313
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2006",8.0471515051
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2007",9.0076508790
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2008",4.0572331031
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.9185250797
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2010",10.125398159
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2011",6.0039516886
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2012",-1.0264204614
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.4053237844
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2014",-2.5126153242
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2015",2.7311598355
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2016",-2.0803278471
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.6685903828
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2018",-2.4817923726
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2019",-3.0476840516
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2020",-1.6871585174
"ARG","REALGDPFORECAST","TOT","AGRWTH","A","2021",0.68706254006
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.1984840520
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.69601533010
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.4906970942
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.397686799
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.5760163101
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.6791088775
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.8800119399
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.8310371680
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.9872365594
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.1782409769
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.90457816322
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.65779727325
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.0324510456
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2005",1.75860453
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.3319111094
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.9744156190
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.29466498020
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.4752836110
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.0610408665
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.7389248087
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2012",-0.83000498311
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.20372317373
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.4218961762
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.9902342451
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.8817382879
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.6755973821
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.8763632918
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.2169778065
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.0672471822
"EA17","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.186376472
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","1996",5.1389494379
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","1997",-14.192726965
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.2851918036
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","1999",-8.2809087175
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.7820375914
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.8171229768
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2002",5.9529967144
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2003",5.1518339366
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2004",6.4419469532
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2005",7.1535418317
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.8021000098
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2007",6.5571614530
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2008",6.0856489411
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.4236199982
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2010",0.56987271285
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.3509107731
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2012",0.36064653653
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.31865588615
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.894594007
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.9894954461
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.8115899199
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.5065528835
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2018",3.0841850740
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2019",3.4288274383
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.7910170265
"BGR","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.8206986408
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.9077068986
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","1997",-4.8490921881
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","1998",-2.0297914256
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","1999",-0.37668856612
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2000",2.4612542856
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2001",5.2181910538
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2002",5.7029563184
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.341150728
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2004",10.428121201
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2005",4.6681434677
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2006",8.0288226311
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2007",7.2338029304
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2008",9.3074844392
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.5174223897
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2010",-3.9012231765
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.0071671017
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.0771651024
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2013",3.5145277838
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.4108160892
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.8715048702
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2016",4.8008181958
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2017",7.1114506760
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2018",3.9538159709
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2019",3.9564480610
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2020",3.1635112950
"ROU","REALGDPFORECAST","TOT","AGRWTH","A","2021",3.7348030043
