"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value"
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.2899736747
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.5066149029
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.5586873879
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.9267756021
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.2810693965
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.3318274475
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.2180437971
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.21253307189
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2004",1.7606518599
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.0551553383
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2006",3.6174935315
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.7692377147
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.1774157252
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.6731152104
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.2969711934
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.5403806336
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2012",-1.0303595218
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.080106609169
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.4300378376
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.9599094653
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.136541599
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.0190997320
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.546683926
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.6936464509
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.7549311631
"NLD","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.5700151619
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.2842826719
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1981",4.6546626677
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.93011871251
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1983",3.4921789741
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.7930091778
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1985",1.6146614614
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.7058003704
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1987",-4.0497900423
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1988",1.2392164800
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1989",1.4763079367
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.0597135860
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1991",-2.159362190
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.8295889805
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1993",4.9356673880
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1994",6.6937013766
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.3586773893
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.7381789761
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.9774057694
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1998",0.77404250649
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.4728225753
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.0679897709
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.2142389722
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2002",5.0805492768
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2003",4.6210468072
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2004",4.4002994937
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.5579290678
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.7555318759
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.9471125802
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.42503221515
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2009",0.34179025036
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.9829114944
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.8979531477
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.5637047861
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2013",2.195646764
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.1439334259
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.074783832
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2016",4.2381437384
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.7239213544
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.7704858111
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.6956016853
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.4831263051
"NZL","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.3689945531
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.5647647071
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.5982583016
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1982",0.23533026695
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1983",3.972771009
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1984",6.0524232678
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1985",5.553315677
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1986",4.0423508147
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.7532651391
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1988",-0.25527183502
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1989",1.0382995222
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1990",1.9324140609
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1991",3.08470234
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1992",3.5744964656
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1993",2.8452640744
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.0554119771
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.155462968
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1996",5.0280012705
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.2845846423
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.6244337246
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","1999",2.0128482541
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.2050038989
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2001",2.0747664298
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.4462919968
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.91007854171
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.9694099255
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.6254249705
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2006",2.399845386
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.9942394768
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.47638361868
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2009",-1.7270099978
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2010",0.70185586888
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2011",0.98140517060
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2012",2.7031337240
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.0340492829
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.9694993059
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.9671398806
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.0715804438
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.3232916014
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2018",1.2895010989
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.0951433558
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.354167678
"NOR","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.2775511336
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1991",-7.0155788101
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1992",2.5149786252
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1993",3.7383103154
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1994",5.2928020538
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1995",6.9518566216
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1996",6.3120309022
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1997",6.9866093600
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.9157717596
"POL","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.4502874145
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.4732357965
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.2778901399
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2002",1.4446218360
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2003",3.5623507322
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.1356312926
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.4936644795
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2006",6.1796359495
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2007",7.0347402704
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2008",4.2496853422
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2009",2.8201839731
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2010",3.6069282614
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2011",5.0173043898
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.6079055852
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.3918914187
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2014",3.3184454148
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.8390689624
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.0639062897
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2017",4.9377182262
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2018",5.1479576933
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2019",4.3365763550
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2020",3.8484779736
"POL","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.9726695401
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.5893401369
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.6181034930
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1982",2.1353752740
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1983",-0.17311306615
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1984",-1.8799795842
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.807439593
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1986",4.1409556619
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1987",6.3813938753
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1988",7.4891080576
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1989",6.4406389012
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.9505233319
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1991",4.3682064689
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1992",1.0894764730
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1993",-2.0432770414
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1994",0.96483823201
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.2827804033
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1996",3.504247397
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1997",4.4008679410
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.8079634476
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","1999",3.9065765006
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2000",3.8161778814
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.943672464
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.77092412731
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2003",-0.93052113234
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2004",1.7887357534
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2005",0.7818475710
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2006",1.6250344037
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2007",2.5065799540
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.31924754206
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.1220791015
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2010",1.7376258101
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2011",-1.6961657115
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2012",-4.0572938655
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2013",-0.92264430408
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2014",0.79219106545
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.7920463000
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.0194851122
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.5063454485
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.4412669471
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.9352657192
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.7777724310
"PRT","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.7412074186
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1993",1.901327292
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1994",6.2055302827
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1995",5.8434953752
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1996",6.6198955375
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1997",5.9258367964
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.0760997153
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","1999",-0.10591649607
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2000",1.1665271579
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.2537868199
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2002",4.5094415561
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2003",5.4990838775
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2004",5.2788803686
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2005",6.6234615882
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2006",8.4931769673
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2007",10.832027882
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2008",5.5748863603
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2009",-5.4555322374
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.7208447993
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2011",2.8644429478
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.8958108123
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2013",0.67084456863
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.7524343452
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.8219185060
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.1234632206
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2017",3.0407283401
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2018",4.0337030552
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2019",2.5364401293
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2020",2.1921227557
"SVK","REALGDPFORECAST","TOT","AGRWTH","A","2021",2.5913265846
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.2981891657
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1981",-0.13411082550
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1982",1.2467990704
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1983",1.770446610
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1984",1.7834097849
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.3220926765
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1986",3.253341676
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1987",5.547749679
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1988",5.0931984678
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.8278854033
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.7834468452
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1991",2.5430028652
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1992",0.9306668779
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1993",-1.0314893212
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1994",2.3822283315
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1995",2.7582176154
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1996",2.6605281678
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.7025853215
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.3933054393
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.4904856735
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.2457478852
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2001",3.9330675870
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2002",2.7310222316
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.9818948359
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.1226913353
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.6521371138
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.102824324
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.6046846052
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2008",0.88705425343
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2009",-3.7631425898
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2010",0.1629172491
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2011",-0.81446613450
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2012",-2.9592571862
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2013",-1.4355854567
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2014",1.3839092946
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2015",3.8352727146
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2016",3.0313013298
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.8919482461
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.3507414018
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.9826882859
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.6362303288
"ESP","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.5565337731
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1980",1.6999714182
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1981",0.45483044679
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1982",1.2486646765
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1983",1.9006386884
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1984",4.2295352472
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1985",2.1603737430
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1986",2.6913231877
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1987",3.3538429717
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1988",2.5590387035
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1989",2.6548069100
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1990",0.75467475250
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1991",-1.1459748621
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1992",-1.1585927379
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1993",-2.0656163837
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1994",3.8381875010
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1995",4.2210828502
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1996",1.6277743392
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1997",3.2934003737
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1998",4.1771950328
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","1999",4.066568331
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2000",5.0060451589
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.6291727196
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2002",2.2145136958
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2003",2.3846542162
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2004",3.7840553100
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2005",2.8931647621
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.824872661
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2007",3.5591580730
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2008",-0.40673557714
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2009",-4.1328458468
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2010",5.9472343980
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2011",3.1146125540
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2012",-0.32211848306
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.0334131717
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.8366258433
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2015",4.161248585
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2016",2.1963773787
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2017",2.6674185970
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.4087094809
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2019",1.364741065
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.2152687582
"SWE","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.2109708361
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1980",4.6019773723
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1981",1.6019289829
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1982",-1.3018291253
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1983",0.60289247883
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1984",3.098834313
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1985",3.6499212641
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1986",1.8575727157
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1987",1.5823737668
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1988",3.3110532393
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1989",4.3922402326
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1990",3.5658644303
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1991",-0.8155687467
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1992",-0.16758034814
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1993",-0.1241504874
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1994",1.323845953
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1995",0.53374834365
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1996",0.53403804250
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1997",2.3271634383
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1998",2.9312779897
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","1999",1.6532691927
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2000",4.0740845700
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2001",1.2856191845
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2002",0.18330670758
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2003",0.075747106573
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2004",2.6210508666
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2005",3.1608231366
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2006",4.0768997913
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2007",4.1070744902
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2008",2.1097054957
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2009",-2.2281210895
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2010",2.8726311157
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2011",1.8351577202
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2012",1.0064820662
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2013",1.8788156792
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2014",2.4837549788
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2015",1.2636856102
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2016",1.7137735953
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2017",1.8638693639
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2018",2.7556019067
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2019",0.79235449199
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2020",1.3515816003
"CHE","REALGDPFORECAST","TOT","AGRWTH","A","2021",1.0465026102
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1980",-2.445789208
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1981",4.8551603475
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1982",3.5628282675
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1983",4.9690578197
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1984",6.711783994
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1985",4.2415822164
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1986",7.0152881223
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1987",9.4842781579
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1988",2.120350748
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1989",0.25164228887
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1990",9.2553064734
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1991",0.92651373512
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1992",5.9842863560
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1993",8.0420205896
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1994",-5.4556631567
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1995",7.1912185630
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1996",7.0053194269
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1997",7.5287999963
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1998",3.0918642839
"TUR","REALGDPFORECAST","TOT","AGRWTH","A","1999",-3.3893048793
