"Title",Genre
"BioShock Infinite: Burial at Sea - Episode Two",Action
"BioShock Infinite: Burial at Sea - Episode Two",Shooter
"BioShock Infinite: Burial at Sea - Episode Two",First-Person
"BioShock Infinite: Burial at Sea - Episode Two",Sci-Fi
"BioShock Infinite: Burial at Sea - Episode Two",Arcade
"The Walking Dead: Season Two Episode 1 - All That Remains",General
"The Walking Dead: Season Two Episode 1 - All That Remains",Action
"The Walking Dead: Season Two Episode 1 - All That Remains",Adventure
"The Walking Dead: Season Two Episode 1 - All That Remains",General
"The Walking Dead: Season Two Episode 1 - All That Remains",Point-and-Click
"S.T.A.L.K.E.R.: Call of Pripyat",Action
"S.T.A.L.K.E.R.: Call of Pripyat",Shooter
"S.T.A.L.K.E.R.: Call of Pripyat",Shooter
"S.T.A.L.K.E.R.: Call of Pripyat",First-Person
"S.T.A.L.K.E.R.: Call of Pripyat",Sci-Fi
"S.T.A.L.K.E.R.: Call of Pripyat",Arcade
"The Walking Dead: Season Two - A Telltale Games Series",Action
"The Walking Dead: Season Two - A Telltale Games Series",Adventure
"The Walking Dead: Season Two - A Telltale Games Series",General
"The Walking Dead: Season Two - A Telltale Games Series",General
"The Walking Dead: Season Two - A Telltale Games Series",Point-and-Click
"FLY'N",Miscellaneous
"FLY'N",Puzzle
"FLY'N",General
"FLY'N",Puzzle
"FLY'N",General
"Karaoke Revolution Party",Miscellaneous
"Karaoke Revolution Party",Rhythm
"Karaoke Revolution Party",Music
"Yourself!Fitness",Miscellaneous
"Yourself!Fitness",Edutainment
"Total War: Attila",Strategy
"Total War: Attila",Real-Time
"Total War: Attila",General
"Total War: Attila",Historic
"Battle Chasers: Nightwar",Role-Playing
"Battle Chasers: Nightwar",Action RPG
"Battle Chasers: Nightwar",Japanese-Style
"The Wolf Among Us",Action Adventure
"The Wolf Among Us",Adventure
"The Wolf Among Us",General
"The Wolf Among Us",Fantasy
"The Wolf Among Us",Point-and-Click
"Kirby & the Amazing Mirror",Action
"Kirby & the Amazing Mirror",Platformer
"Kirby & the Amazing Mirror",2D
"Tiger Woods PGA Tour 12: The Masters",Sports
"Tiger Woods PGA Tour 12: The Masters",Traditional
"Tiger Woods PGA Tour 12: The Masters",Individual
"Tiger Woods PGA Tour 12: The Masters",Golf
"Tiger Woods PGA Tour 12: The Masters",Sim
"Tiger Woods PGA Tour 12: The Masters",Sim
"LEGO Star Wars: The Complete Saga",Action
"LEGO Star Wars: The Complete Saga",General
"LEGO Star Wars: The Complete Saga",General
"EVERYTHING",Action Adventure
"EVERYTHING",Adventure
"EVERYTHING",General
"Naruto: The Broken Bond",Action Adventure
"Naruto: The Broken Bond",Adventure
"Naruto: The Broken Bond",3D
"Naruto: The Broken Bond",Open-World
"Naruto: The Broken Bond",First-Person
"Naruto: The Broken Bond",Fantasy
"Naruto: The Broken Bond",Fantasy
"Nancy Drew: Secret of the Old Clock",Adventure
"Nancy Drew: Secret of the Old Clock",First-Person
"Nancy Drew: Secret of the Old Clock",Point-and-Click
"Nancy Drew: Secret of the Old Clock",Modern
"Nancy Drew: Secret of the Old Clock",Modern
"The Banner Saga 3",Strategy
"The Banner Saga 3",Turn-Based
"The Banner Saga 3",Tactics
"VVVVVV",Action
"VVVVVV",Platformer
"VVVVVV",2D
"TowerFall Ascension",Action
"TowerFall Ascension",General
"ArcheAge",Role-Playing
"ArcheAge",Massively Multiplayer Online
"ArcheAge",Massively Multiplayer
"ArcheAge",Fantasy
"ArcheAge",Fantasy
"Worms: Open Warfare 2",Strategy
"Worms: Open Warfare 2",Turn-Based
"Worms: Open Warfare 2",Fantasy
"Worms: Open Warfare 2",Fantasy
"Worms: Open Warfare 2",Artillery
"Resident Evil: Revelations",Action Adventure
"Resident Evil: Revelations",Horror
"Resident Evil: Revelations",Horror
"Resident Evil: Revelations",Survival
"Call of Duty: WWII",Action
"Call of Duty: WWII",Shooter
"Call of Duty: WWII",First-Person
"Call of Duty: WWII",Arcade
"SMITE",Strategy
"SMITE",Real-Time
"SMITE",MOBA
"Thomas Was Alone",Action
"Thomas Was Alone",Platformer
"Thomas Was Alone",Platformer
"Thomas Was Alone",2D
"Thomas Was Alone",2D
"World of Tanks",Action
"World of Tanks",Shooter
"World of Tanks",Third-Person
"World of Tanks",Tactical
"Pushmo World",Miscellaneous
"Pushmo World",Puzzle
"Pushmo World",Logic
"CAPSIZED",Action
"CAPSIZED",Platformer
"CAPSIZED",Platformer
"CAPSIZED",2D
"CAPSIZED",2D
"Skate 3",Sports
"Skate 3",Alternative
"Skate 3",Individual
"Skate 3",Skateboarding
"Skate 3",Skateboarding
"Skate 3",Skate / Skateboard
"Pro Evolution Soccer 2019",Sports
"Pro Evolution Soccer 2019",Team
"Pro Evolution Soccer 2019",Soccer
"Pro Evolution Soccer 2019",Sim
"Enslaved: Odyssey to the West",Action Adventure
"Enslaved: Odyssey to the West",Modern
"Enslaved: Odyssey to the West",General
"Enslaved: Odyssey to the West",Modern
"FlatOut: Ultimate Carnage",Driving
"FlatOut: Ultimate Carnage",Racing
"FlatOut: Ultimate Carnage",Demolition Derby
"FlatOut: Ultimate Carnage",Arcade
"FlatOut: Ultimate Carnage",Demolition Derby
"FlatOut: Ultimate Carnage",Automobile
"Layers of Fear: Legacy",Adventure
"Layers of Fear: Legacy",3D
"Layers of Fear: Legacy",First-Person
"Middle-earth: Shadow of War",Action Adventure
"Middle-earth: Shadow of War",Open-World
"Zero Escape: Zero Time Dilemma",Adventure
"Zero Escape: Zero Time Dilemma",Visual Novel
"Tales of Berseria",Japanese-Style
"Tales of Berseria",Role-Playing
"Tales of Berseria",Action RPG
"World of Van Helsing: Deathtrap",Strategy
"World of Van Helsing: Deathtrap",General
"BADLAND: Game of the Year Edition",Action
"BADLAND: Game of the Year Edition",Action Adventure
"BADLAND: Game of the Year Edition",Arcade
"BADLAND: Game of the Year Edition",Linear
"Ziggurat",Action
"Ziggurat",Shooter
"Ziggurat",First-Person
"Ziggurat",Arcade
"Hitman: Sniper Challenge",Action Adventure
"Hitman: Sniper Challenge",Modern
"Hitman: Sniper Challenge",General
"Hitman: Sniper Challenge",Modern
"Sonic CD",Action
"Sonic CD",Platformer
"Sonic CD",Platformer
"Sonic CD",2D
"Sonic CD",2D
"Microsoft Flight Simulator X",Simulation
"Microsoft Flight Simulator X",Flight
"Microsoft Flight Simulator X",Modern Jet
"Microsoft Flight Simulator X",Modern Jet
"Microsoft Flight Simulator X",Combat
"Metal Gear Acid 2",Strategy
"Metal Gear Acid 2",Turn-Based
"Metal Gear Acid 2",Modern
"Metal Gear Acid 2",Modern
"Metal Gear Acid 2",Card Battle
"Myst V: End of Ages",Adventure
"Myst V: End of Ages",3D
"Myst V: End of Ages",First-Person
"Myst V: End of Ages",Fantasy
"Myst V: End of Ages",Fantasy
"Star Ocean: Till the End of Time",Role-Playing
"Star Ocean: Till the End of Time",Action RPG
"Railroad Tycoon 3",Strategy
"Railroad Tycoon 3",Tycoon
"Railroad Tycoon 3",Management
"Railroad Tycoon 3",Tycoon
"Railroad Tycoon 3",Business / Tycoon
"Otogi: Myth of Demons",Action Adventure
"Otogi: Myth of Demons",Fantasy
"Sega Soccer Slam",Sports
"Sega Soccer Slam",Traditional
"Sega Soccer Slam",Soccer
"Sega Soccer Slam",Arcade
"World of Outlaws: Sprint Cars 2002",Driving
"World of Outlaws: Sprint Cars 2002",Racing
"World of Outlaws: Sprint Cars 2002",Rally / Offroad
"Wave Race: Blue Storm",Driving
"Wave Race: Blue Storm",Racing
"Wave Race: Blue Storm",Snow / Water
"Phantasy Star Online Ver. 2",Role-Playing
"Phantasy Star Online Ver. 2",General
"Hostile Waters: Antaeus Rising",Strategy
"Hostile Waters: Antaeus Rising",General
"Hostile Waters: Antaeus Rising",General
"Crazy Taxi",Driving
"Crazy Taxi",Racing
"Crazy Taxi",Arcade
"Forza Motorsport 5",GT / Street
"Forza Motorsport 5",Driving
"Forza Motorsport 5",Racing
"Forza Motorsport 5",Simulation
"Forza Motorsport 5",GT / Street
"Forza Motorsport 5",Automobile
"Dustforce",Action
"Dustforce",Platformer
"Dustforce",Platformer
"Dustforce",2D
"Dustforce",2D
"Hitman: Absolution",Action Adventure
"Hitman: Absolution",Modern
"Hitman: Absolution",General
"Hitman: Absolution",Modern
"WWE SmackDown vs. Raw 2009",Action
"WWE SmackDown vs. Raw 2009",Sports
"WWE SmackDown vs. Raw 2009",Fighting
"WWE SmackDown vs. Raw 2009",Fighting
"WWE SmackDown vs. Raw 2009",Individual
"WWE SmackDown vs. Raw 2009",Wrestling
"WWE SmackDown vs. Raw 2009",Combat
"WWE SmackDown vs. Raw 2009",Wrestling
"Skylanders Imaginators",Action
"Skylanders Imaginators",Platformer
"Skylanders Imaginators",3D
"Empire Earth II",Strategy
"Empire Earth II",Real-Time
"Empire Earth II",Historic
"Empire Earth II",General
"Empire Earth II",Historic
"LocoRoco 2 Remastered",Action
"LocoRoco 2 Remastered",Platformer
"LocoRoco 2 Remastered",2D
"Wolfenstein: The New Order",General
"Wolfenstein: The New Order",Shooter
"Wolfenstein: The New Order",Historic
"Wolfenstein: The New Order",Action
"Wolfenstein: The New Order",Shooter
"Wolfenstein: The New Order",First-Person
"Wolfenstein: The New Order",Historic
"Wolfenstein: The New Order",Arcade
"Fallout 3: Point Lookout",Role-Playing
"Fallout 3: Point Lookout",First-Person
"Fallout 3: Point Lookout",First-Person
"Fallout 3: Point Lookout",General
"Fallout 3: Point Lookout",Western-Style
"Fractured Space",Sci-Fi
"Fractured Space",Strategy
"Fractured Space",Real-Time
"Fractured Space",General
"Resident Evil 5: Lost in Nightmares",Action Adventure
"Resident Evil 5: Lost in Nightmares",Horror
"Resident Evil 5: Lost in Nightmares",Horror
"Resident Evil 5: Lost in Nightmares",Survival
"Test Drive Unlimited",Driving
"Test Drive Unlimited",Racing
"Test Drive Unlimited",Simulation
"Test Drive Unlimited",GT / Street
"Test Drive Unlimited",GT / Street
"Test Drive Unlimited",Automobile
"Yakuza 3",Action Adventure
"Yakuza 3",Modern
"Yakuza 3",Modern
"Yakuza 3",Open-World
"Chess Ultra",Miscellaneous
"Chess Ultra",Board / Card Game
"Kameo: Elements of Power",Action Adventure
"Kameo: Elements of Power",Fantasy
"Kameo: Elements of Power",General
"Kameo: Elements of Power",Fantasy
"FIFA Soccer",Sports
"FIFA Soccer",Traditional
"FIFA Soccer",Team
"FIFA Soccer",Soccer
"FIFA Soccer",Sim
"FIFA Soccer",Sim
"NBA Jam",Sports
"NBA Jam",Traditional
"NBA Jam",Team
"NBA Jam",Basketball
"NBA Jam",Arcade
"NBA Jam",Arcade
"The Magic Circle",Adventure
"The Magic Circle",3D
"The Magic Circle",First-Person
"The King of Fighters XIII",Action
"The King of Fighters XIII",Fighting
"The King of Fighters XIII",Fighting
"The King of Fighters XIII",2D
"The King of Fighters XIII",2D
"Rock Band Unplugged",Action
"Rock Band Unplugged",Miscellaneous
"Rock Band Unplugged",Rhythm
"Rock Band Unplugged",Music
"Rock Band Unplugged",Music
"The Path",Adventure
"The Path",3D
"The Path",Fantasy
"The Path",Third-Person
"The Path",Fantasy
"The Pinball of the Dead",Miscellaneous
"The Pinball of the Dead",Parlor
"The Pinball of the Dead",Pinball
"Metroid: Other M",Action
"Metroid: Other M",Action Adventure
"Metroid: Other M",Shooter
"Metroid: Other M",Sci-Fi
"Metroid: Other M",Sci-Fi
"Metroid: Other M",General
"Metroid: Other M",Third-Person
"Metroid: Other M",Sci-Fi
"Shin Megami Tensei: Devil Survivor 2",Role-Playing
"Shin Megami Tensei: Devil Survivor 2",Strategy
"Shin Megami Tensei: Devil Survivor 2",Turn-Based
"Shin Megami Tensei: Devil Survivor 2",General
"Shin Megami Tensei: Devil Survivor 2",General
"Shin Megami Tensei: Devil Survivor 2",Tactics
"Dungeon of the Endless",Strategy
"Dungeon of the Endless",Real-Time
"Dungeon of the Endless",General
"Dungeon of the Endless",Fantasy
"Sesame Street: Once Upon a Monster",Miscellaneous
"Sesame Street: Once Upon a Monster",Edutainment
"Sesame Street: Once Upon a Monster",Adventure
"Sesame Street: Once Upon a Monster",3D
"Sesame Street: Once Upon a Monster",Fantasy
"Sesame Street: Once Upon a Monster",Third-Person
"Sesame Street: Once Upon a Monster",Fantasy
"Revenge of the Titans",Strategy
"Revenge of the Titans",Real-Time
"Revenge of the Titans",Fantasy
"Revenge of the Titans",General
"Revenge of the Titans",Fantasy
"Bookworm Adventures: Volume 2",Miscellaneous
"Bookworm Adventures: Volume 2",Puzzle
"Bookworm Adventures: Volume 2",Puzzle
"Bookworm Adventures: Volume 2",Puzzle
"Bookworm Adventures: Volume 2",Logic
"Bookworm Adventures: Volume 2",Logic
"R-Type Final",Action
"R-Type Final",Shooter
"R-Type Final",Scrolling
"Hunter: The Reckoning",Action
"Hunter: The Reckoning",Beat-'Em-Up
"F1 2001",Driving
"F1 2001",Racing
"F1 2001",Simulation
"F1 2001",Formula One
"F1 2001",Formula One
"F1 2001",Automobile
"Tokyo Xtreme Racer 2",Driving
"Tokyo Xtreme Racer 2",Mission-based
"Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands",Miscellaneous
"Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands",Adventure
"Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands",General
"Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands",Compilation
"Street Fighter X Tekken",Action
"Street Fighter X Tekken",Fighting
"Street Fighter X Tekken",Fighting
"Street Fighter X Tekken",3D
"Street Fighter X Tekken",2D
"Street Fighter X Tekken",3D
"Gears of War 2: All Fronts Collection",Action
"Gears of War 2: All Fronts Collection",Shooter
"Gears of War 2: All Fronts Collection",Shooter
"Gears of War 2: All Fronts Collection",Third-Person
"Gears of War 2: All Fronts Collection",Sci-Fi
"Gears of War 2: All Fronts Collection",Sci-Fi
"Gears of War 2: All Fronts Collection",Arcade
"Brothers in Arms: Hell's Highway",Action
"Brothers in Arms: Hell's Highway",Shooter
"Brothers in Arms: Hell's Highway",Shooter
"Brothers in Arms: Hell's Highway",First-Person
"Brothers in Arms: Hell's Highway",Historic
"Brothers in Arms: Hell's Highway",Historic
"Brothers in Arms: Hell's Highway",Arcade
"Banjo-Kazooie: Nuts & Bolts",Action
"Banjo-Kazooie: Nuts & Bolts",Platformer
"Banjo-Kazooie: Nuts & Bolts",Platformer
"Banjo-Kazooie: Nuts & Bolts",3D
"Banjo-Kazooie: Nuts & Bolts",3D
"Slayaway Camp: Butcher's Cut",Puzzle
"Slayaway Camp: Butcher's Cut",Action
"Detention",Adventure
"Detention",General
"Space Invaders Extreme",Action
"Space Invaders Extreme",Shooter
"Space Invaders Extreme",Shoot-'Em-Up
"Space Invaders Extreme",Vertical
"The Metronomicon: Slay the Dance Floor",Action
"The Metronomicon: Slay the Dance Floor",Rhythm
"The Metronomicon: Slay the Dance Floor",Music
"SOMA",Horror
"SOMA",Horror
"SOMA",Action Adventure
"SOMA",Survival
"Star Wars: Empire at War",Strategy
"Star Wars: Empire at War",Real-Time
"Star Wars: Empire at War",Sci-Fi
"Star Wars: Empire at War",Sci-Fi
"Star Wars: Empire at War",General
"The Bigs",Sports
"The Bigs",Traditional
"The Bigs",Team
"The Bigs",Baseball
"The Bigs",Arcade
"The Bigs",Arcade
"EA Sports MMA",Action
"EA Sports MMA",Sports
"EA Sports MMA",Fighting
"EA Sports MMA",Fighting
"EA Sports MMA",Individual
"EA Sports MMA",Wrestling
"EA Sports MMA",Wrestling
"EA Sports MMA",Combat
"EA Sports MMA",Boxing / Martial Arts
"A Way Out",Action Adventure
"A Way Out",General
"A Hat in Time",Action
"A Hat in Time",Platformer
"A Hat in Time",3D
"Scribblenauts",Miscellaneous
"Scribblenauts",Puzzle
"Scribblenauts",Action
"Scribblenauts",Puzzle
"Scribblenauts",General
"Scribblenauts",Puzzle
"Scribblenauts",General
"Europa Universalis: Rome - Vae Victis",Strategy
"Europa Universalis: Rome - Vae Victis",General
"Europa Universalis: Rome - Vae Victis",General
"NHL 07",Sports
"NHL 07",Traditional
"NHL 07",Team
"NHL 07",Ice Hockey
"NHL 07",Sim
"NHL 07",Sim
"The Walking Dead: Episode 1 - A New Day",Miscellaneous
"The Walking Dead: Episode 1 - A New Day",Adventure
"The Walking Dead: Episode 1 - A New Day",General
"The Walking Dead: Episode 1 - A New Day",Compilation
"The Walking Dead: Episode 1 - A New Day",Point-and-Click
"GoNNER",Action
"GoNNER",Platformer
"GoNNER",2D
"Life is Strange: Before the Storm - Episode 2: Brave New World",Action Adventure
"Life is Strange: Before the Storm - Episode 2: Brave New World",General
"Sonic Colors",Action
"Sonic Colors",Platformer
"Sonic Colors",Platformer
"Sonic Colors",2D
"Sonic Colors",2D
"Sonic Colors",3D
"Silent Hunter: Wolves of the Pacific",Simulation
"Silent Hunter: Wolves of the Pacific",Submarine
"Silent Hunter: Wolves of the Pacific",Submarine
"Silent Hunter: Wolves of the Pacific",Marine
"Silent Hunter: Wolves of the Pacific",Combat
"Dead or Alive: Dimensions",Action
"Dead or Alive: Dimensions",Fighting
"Dead or Alive: Dimensions",Fighting
"Dead or Alive: Dimensions",3D
"Dead or Alive: Dimensions",3D
"For the King",Role-Playing
"For the King",Roguelike
"Rock Band 4",Action
"Rock Band 4",Rhythm
"Rock Band 4",Music
"Dishonored: The Knife of Dunwall",Action Adventure
"Dishonored: The Knife of Dunwall",Modern
"Dishonored: The Knife of Dunwall",General
"Dishonored: The Knife of Dunwall",Modern
"Need for Speed: Most Wanted - A Criterion Game",Driving
"Need for Speed: Most Wanted - A Criterion Game",Racing
"Need for Speed: Most Wanted - A Criterion Game",Simulation
"Need for Speed: Most Wanted - A Criterion Game",GT / Street
"Need for Speed: Most Wanted - A Criterion Game",GT / Street
"Need for Speed: Most Wanted - A Criterion Game",Automobile
"Battlefield 3: Armored Kill",Action
"Battlefield 3: Armored Kill",Shooter
"Battlefield 3: Armored Kill",Shooter
"Battlefield 3: Armored Kill",First-Person
"Battlefield 3: Armored Kill",Modern
"Battlefield 3: Armored Kill",Tactical
"Battlefield 3: Armored Kill",Modern
"Battlefield 3: Armored Kill",Arcade
"Lost Planet: Extreme Condition",Action
"Lost Planet: Extreme Condition",Shooter
"Lost Planet: Extreme Condition",Shooter
"Lost Planet: Extreme Condition",Third-Person
"Lost Planet: Extreme Condition",Sci-Fi
"Lost Planet: Extreme Condition",Sci-Fi
"Lost Planet: Extreme Condition",Arcade
"1701 A.D.",Strategy
"1701 A.D.",Real-Time
"1701 A.D.",Historic
"1701 A.D.",General
"1701 A.D.",Historic
"Stasis",General
"Stasis",Miscellaneous
"Stasis",General
"Otogi 2: Immortal Warriors",Action Adventure
"Otogi 2: Immortal Warriors",Fantasy
"Chime",Action
"Chime",Miscellaneous
"Chime",Rhythm
"Chime",Music
"Chime",Music
"Pro Evolution Soccer 2009",Sports
"Pro Evolution Soccer 2009",Traditional
"Pro Evolution Soccer 2009",Team
"Pro Evolution Soccer 2009",Soccer
"Pro Evolution Soccer 2009",Sim
"Pro Evolution Soccer 2009",Sim
"Return to Mysterious Island",Adventure
"Return to Mysterious Island",First-Person
"Return to Mysterious Island",Point-and-Click
"Return to Mysterious Island",Modern
"Return to Mysterious Island",Modern
"Rubik's Puzzle Galaxy: RUSH",Miscellaneous
"Rubik's Puzzle Galaxy: RUSH",Puzzle
"Rubik's Puzzle Galaxy: RUSH",Puzzle
"Rubik's Puzzle Galaxy: RUSH",General
"Rubik's Puzzle Galaxy: RUSH",General
"Smuggler's Run",Driving
"Smuggler's Run",Mission-based
"Puzzle Dimension",Miscellaneous
"Puzzle Dimension",Puzzle
"Puzzle Dimension",General
"Puzzle Dimension",Puzzle
"Puzzle Dimension",General
"Eternal Sonata",Role-Playing
"Eternal Sonata",Console-style RPG
"Eternal Sonata",Console-style RPG
"Eternal Sonata",Japanese-Style
"Mega Man Legacy Collection + Mega Man Legacy Collection 2",Miscellaneous
"Mega Man Legacy Collection + Mega Man Legacy Collection 2",Compilation
"NCAA Football 07",Sports
"NCAA Football 07",Traditional
"NCAA Football 07",Team
"NCAA Football 07",Football
"NCAA Football 07",Sim
"NCAA Football 07",Sim
"Red Faction II",Action
"Red Faction II",Shooter
"Red Faction II",First-Person
"Red Faction II",Sci-Fi
"Baldur's Gate: Dark Alliance",Role-Playing
"Baldur's Gate: Dark Alliance",Action RPG
"NHL 2003",Sports
"NHL 2003",Traditional
"NHL 2003",Ice Hockey
"NHL 2003",Sim
"NFL Fever 2002",Sports
"NFL Fever 2002",Traditional
"NFL Fever 2002",Football
"NFL Fever 2002",Sim
"Kohan: Ahriman's Gift",Strategy
"Kohan: Ahriman's Gift",General
"Kohan: Ahriman's Gift",General
"Pac-Man Collection",Action
"Pac-Man Collection",General
"Emperor: Battle for Dune",Strategy
"Emperor: Battle for Dune",Real-Time
"Emperor: Battle for Dune",Sci-Fi
"Emperor: Battle for Dune",Sci-Fi
"Emperor: Battle for Dune",General
"Rowan's Battle of Britain",Simulation
"Rowan's Battle of Britain",Flight
"Rowan's Battle of Britain",WWII
"Rowan's Battle of Britain",Combat
"echochrome",Miscellaneous
"echochrome",Puzzle
"echochrome",Action
"echochrome",Puzzle
"echochrome",General
"echochrome",Puzzle
"echochrome",General
"Splasher",Action
"Splasher",Platformer
"Splasher",2D
"Steredenn",Action
"Steredenn",Shooter
"Steredenn",Shoot-'Em-Up
"Steredenn",Horizontal
"The Evil Within",Horror
"The Evil Within",Action Adventure
"The Evil Within",Horror
"The Evil Within",Survival
"Cart Life",Simulation
"Cart Life",General
"Cart Life",General
"Mega Man 10",Action
"Mega Man 10",Platformer
"Mega Man 10",Platformer
"Mega Man 10",2D
"Mega Man 10",2D
"Sword of the Stars: Born of Blood",Strategy
"Sword of the Stars: Born of Blood",Turn-Based
"Sword of the Stars: Born of Blood",General
"Sword of the Stars: Born of Blood",Sci-Fi
"Sword of the Stars: Born of Blood",Sci-Fi
"Gun",Action Adventure
"Gun",Historic
"Sonic's Ultimate Genesis Collection",Miscellaneous
"Sonic's Ultimate Genesis Collection",Compilation
"Sonic's Ultimate Genesis Collection",Compilation
"SoulCalibur",Action
"SoulCalibur",Fighting
"SoulCalibur",Fighting
"SoulCalibur",3D
"SoulCalibur",3D
"Counter-Strike: Global Offensive",Action
"Counter-Strike: Global Offensive",Shooter
"Counter-Strike: Global Offensive",Shooter
"Counter-Strike: Global Offensive",First-Person
"Counter-Strike: Global Offensive",Modern
"Counter-Strike: Global Offensive",Tactical
"Counter-Strike: Global Offensive",Modern
"X-Men Legends",Role-Playing
"X-Men Legends",Action RPG
"Worms Reloaded",Strategy
"Worms Reloaded",Turn-Based
"Worms Reloaded",General
"Worms Reloaded",Wargame
"Worms Reloaded",General
"Worms Reloaded",Fantasy
"Worms Reloaded",Artillery
"Warhammer: End Times - Vermintide",Action
"Warhammer: End Times - Vermintide",Shooter
"Warhammer: End Times - Vermintide",First-Person
"Warhammer: End Times - Vermintide",Tactical
"Euro Truck Simulator 2",Simulation
"Euro Truck Simulator 2",General
"Euro Truck Simulator 2",General
"Euro Truck Simulator 2",Vehicle
"Euro Truck Simulator 2",Civilian
"South Park: The Fractured But Whole",Role-Playing
"South Park: The Fractured But Whole",General
"LEGO Batman 2: DC Super Heroes",Action Adventure
"LEGO Batman 2: DC Super Heroes",Modern
"LEGO Batman 2: DC Super Heroes",General
"LEGO Batman 2: DC Super Heroes",Modern
"Monday Night Combat",Action
"Monday Night Combat",Shooter
"Monday Night Combat",Shooter
"Monday Night Combat",Third-Person
"Monday Night Combat",Modern
"Monday Night Combat",Modern
"Monday Night Combat",Arcade
"Final Fantasy I & II: Dawn of Souls",Role-Playing
"Final Fantasy I & II: Dawn of Souls",Console-style RPG
"MX vs. ATV Unleashed",Driving
"MX vs. ATV Unleashed",Racing
"MX vs. ATV Unleashed",Rally / Offroad
"Tropico 3",Strategy
"Tropico 3",Tycoon
"Tropico 3",Management
"Tropico 3",Tycoon
"Tropico 3",Government
"Skies of Fury DX",Simulation
"Skies of Fury DX",Flight
"Skies of Fury DX",Combat
"Wilson's Heart",Action Adventure
"Wilson's Heart",Adventure
"Wilson's Heart",General
"Shantae and the Pirate's Curse",Action
"Shantae and the Pirate's Curse",Platformer
"Shantae and the Pirate's Curse",2D
"Else Heart.Break()",Role-Playing
"Else Heart.Break()",General
"NHL 2K10",Sports
"NHL 2K10",Traditional
"NHL 2K10",Team
"NHL 2K10",Ice Hockey
"NHL 2K10",Sim
"NHL 2K10",Sim
"GrimGrimoire",Strategy
"GrimGrimoire",Real-Time
"GrimGrimoire",Fantasy
"Trauma Center: Under the Knife 2",Action
"Trauma Center: Under the Knife 2",Simulation
"Trauma Center: Under the Knife 2",General
"Trauma Center: Under the Knife 2",General
"Trauma Center: Under the Knife 2",Virtual
"Trauma Center: Under the Knife 2",Career
"Cities: Skylines - After Dark",Strategy
"Cities: Skylines - After Dark",Management
"Cities: Skylines - After Dark",Government
"Runaway: A Twist of Fate",Adventure
"Runaway: A Twist of Fate",3D
"Runaway: A Twist of Fate",Point-and-Click
"Runaway: A Twist of Fate",Modern
"Runaway: A Twist of Fate",Third-Person
"Monster Hunter 3 Ultimate",Role-Playing
"Monster Hunter 3 Ultimate",Action RPG
"Monster Hunter 3 Ultimate",Action RPG
"La Pucelle: Tactics",Strategy
"La Pucelle: Tactics",Turn-Based
"La Pucelle: Tactics",Fantasy
"Quarrel",Miscellaneous
"Quarrel",Puzzle
"Quarrel",Logic
"Quarrel",Puzzle
"Quarrel",Strategy
"Quarrel",General
"Quarrel",General
"Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal",Adventure
"Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal",General
"Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal",3D
"Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal",Fantasy
"Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal",Third-Person
"Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal",Fantasy
"FAR: Lone Sails",Action
"FAR: Lone Sails",Platformer
"FAR: Lone Sails",2D
"Jotun",Action
"Jotun",General
"Bloodline Champions",Action
"Bloodline Champions",Strategy
"Bloodline Champions",General
"Bloodline Champions",Real-Time
"Bloodline Champions",MOBA
"Bloodline Champions",MOBA
"Transformers: Fall of Cybertron",General
"Transformers: Fall of Cybertron",Action
"Transformers: Fall of Cybertron",General
"Transformers: Fall of Cybertron",Shooter
"Transformers: Fall of Cybertron",Third-Person
"Transformers: Fall of Cybertron",Arcade
"Mortal Kombat: Deadly Alliance",Action
"Mortal Kombat: Deadly Alliance",Fighting
"Mortal Kombat: Deadly Alliance",3D
"Pokken Tournament DX",Action
"Pokken Tournament DX",Fighting
"Pokken Tournament DX",3D
"Little Nightmares: Complete Edition",Action Adventure
"Little Nightmares: Complete Edition",Linear
"Subsurface Circular",Adventure
"Subsurface Circular",General
"Wipeout 2048",Driving
"Wipeout 2048",Racing
"Wipeout 2048",Arcade
"Wipeout 2048",Futuristic
"Wipeout 2048",Futuristic
"Skylanders Swap Force",Action
"Skylanders Swap Force",Platformer
"Skylanders Swap Force",Platformer
"Skylanders Swap Force",3D
"Skylanders Swap Force",3D
"The Legend of Heroes: Trails in the Sky",Role-Playing
"The Legend of Heroes: Trails in the Sky",General
"The Legend of Heroes: Trails in the Sky",Console-style RPG
"The Legend of Heroes: Trails in the Sky",Console-style RPG
"The Legend of Heroes: Trails in the Sky",Japanese-Style
"Legends of War: Patton's Campaign",Strategy
"Legends of War: Patton's Campaign",General
"Legends of War: Patton's Campaign",General
"NHL Hitz Pro",Sports
"NHL Hitz Pro",Traditional
"NHL Hitz Pro",Ice Hockey
"NHL Hitz Pro",Arcade
"Chessmaster",Miscellaneous
